region,i,j,z_level,x (mm),y (mm),z (um),time
R1,8,5,0,30.60938125,18.051065625,2711.671875,2024-11-12_15-56-06.397755
R1,7,5,0,30.20933125,18.051065625,2711.671875,2024-11-12_15-56-07.721699
R1,6,5,0,29.80928125,18.051065625,2711.671875,2024-11-12_15-56-09.172481
R1,5,5,0,29.40923125,18.051065625,2711.671875,2024-11-12_15-56-10.670844
R1,4,5,0,29.00918125,18.051065625,2711.671875,2024-11-12_15-56-12.171353
R1,3,5,0,28.60913125,18.051065625,2711.671875,2024-11-12_15-56-13.667026
R1,2,5,0,28.20908125,18.051065625,2711.671875,2024-11-12_15-56-15.204308
R1,1,5,0,27.80903125,18.051065625,2711.671875,2024-11-12_15-56-16.736807
R1,0,5,0,27.40898125,18.051065625,2711.671875,2024-11-12_15-56-18.244125
R1,0,6,0,27.40898125,18.451115625,2711.671875,2024-11-12_15-56-19.775300
R1,1,6,0,27.80903125,18.451115625,2711.671875,2024-11-12_15-56-21.267317
R1,2,6,0,28.20908125,18.451115625,2711.671875,2024-11-12_15-56-22.565079
R1,3,6,0,28.60913125,18.451115625,2711.671875,2024-11-12_15-56-23.868721
R1,4,6,0,29.00918125,18.451115625,2711.671875,2024-11-12_15-56-25.175416
R1,5,6,0,29.40923125,18.451115625,2711.671875,2024-11-12_15-56-26.692959
R1,6,6,0,29.80928125,18.451115625,2711.671875,2024-11-12_15-56-27.994779
R1,7,6,0,30.20933125,18.451115625,2711.671875,2024-11-12_15-56-29.466764
R1,8,6,0,30.60938125,18.451115625,2711.671875,2024-11-12_15-56-30.983936
R1,9,6,0,31.00943125,18.451115625,2711.671875,2024-11-12_15-56-32.435899
R1,10,6,0,31.40948125,18.451115625,2711.671875,2024-11-12_15-56-33.751827
R1,11,6,0,31.80953125,18.451115625,2711.671875,2024-11-12_15-56-35.057760
R1,12,6,0,32.20958125,18.451115625,2711.671875,2024-11-12_15-56-36.402459
R1,13,6,0,32.60963125,18.451115625,2711.671875,2024-11-12_15-56-37.727136
R1,14,6,0,33.00968125,18.451115625,2711.671875,2024-11-12_15-56-39.052691
R1,14,7,0,33.00968125,18.851165625,2711.671875,2024-11-12_15-56-40.352236
R1,13,7,0,32.60963125,18.851165625,2711.671875,2024-11-12_15-56-41.655192
R1,12,7,0,32.20958125,18.851165625,2711.671875,2024-11-12_15-56-42.963025
R1,11,7,0,31.80953125,18.851165625,2711.671875,2024-11-12_15-56-44.271142
R1,10,7,0,31.40948125,18.851165625,2711.671875,2024-11-12_15-56-45.576313
R1,9,7,0,31.00943125,18.851165625,2711.671875,2024-11-12_15-56-46.861435
R1,8,7,0,30.60938125,18.851165625,2711.671875,2024-11-12_15-56-48.162777
R1,7,7,0,30.20933125,18.851165625,2711.671875,2024-11-12_15-56-49.436292
R1,6,7,0,29.80928125,18.851165625,2711.671875,2024-11-12_15-56-50.726432
R1,5,7,0,29.40923125,18.851165625,2711.671875,2024-11-12_15-56-52.012470
R1,4,7,0,29.00918125,18.851165625,2711.671875,2024-11-12_15-56-53.322717
R1,3,7,0,28.60913125,18.851165625,2711.671875,2024-11-12_15-56-54.619761
R1,2,7,0,28.20908125,18.851165625,2711.671875,2024-11-12_15-56-55.916731
R1,1,7,0,27.80903125,18.851165625,2711.671875,2024-11-12_15-56-57.201744
R1,0,7,0,27.40898125,18.851165625,2711.671875,2024-11-12_15-56-58.545309
R1,0,8,0,27.40898125,19.251215625,2711.671875,2024-11-12_15-56-59.984569
R1,1,8,0,27.80903125,19.251215625,2711.671875,2024-11-12_15-57-01.256658
R1,2,8,0,28.20908125,19.251215625,2711.671875,2024-11-12_15-57-02.497614
R1,3,8,0,28.60913125,19.251215625,2711.671875,2024-11-12_15-57-03.747053
R1,4,8,0,29.00918125,19.251215625,2711.671875,2024-11-12_15-57-04.998137
R1,5,8,0,29.40923125,19.251215625,2711.671875,2024-11-12_15-57-06.300930
R1,6,8,0,29.80928125,19.251215625,2711.671875,2024-11-12_15-57-07.598409
R1,7,8,0,30.20933125,19.251215625,2711.671875,2024-11-12_15-57-08.893187
R1,8,8,0,30.60938125,19.251215625,2711.671875,2024-11-12_15-57-10.206760
R1,9,8,0,31.00943125,19.251215625,2711.671875,2024-11-12_15-57-11.471364
R1,10,8,0,31.40948125,19.251215625,2711.671875,2024-11-12_15-57-12.791878
R1,11,8,0,31.80953125,19.251215625,2711.671875,2024-11-12_15-57-14.170018
R1,12,8,0,32.20958125,19.251215625,2711.671875,2024-11-12_15-57-15.557447
R1,13,8,0,32.60963125,19.251215625,2711.671875,2024-11-12_15-57-16.966272
R1,14,8,0,33.00968125,19.251215625,2711.671875,2024-11-12_15-57-18.389309
R1,14,9,0,33.00968125,19.651265625,2711.671875,2024-11-12_15-57-19.968079
R1,13,9,0,32.60963125,19.651265625,2711.671875,2024-11-12_15-57-21.356125
R1,12,9,0,32.20958125,19.651265625,2711.671875,2024-11-12_15-57-22.731053
R1,11,9,0,31.80953125,19.651265625,2711.671875,2024-11-12_15-57-24.119725
R1,10,9,0,31.40948125,19.651265625,2711.671875,2024-11-12_15-57-25.359811
R1,9,9,0,31.00943125,19.651265625,2711.671875,2024-11-12_15-57-26.607788
R1,8,9,0,30.60938125,19.651265625,2711.671875,2024-11-12_15-57-27.913737
R1,7,9,0,30.20933125,19.651265625,2711.671875,2024-11-12_15-57-29.172648
R1,6,9,0,29.80928125,19.651265625,2711.671875,2024-11-12_15-57-30.441487
R1,5,9,0,29.40923125,19.651265625,2711.671875,2024-11-12_15-57-31.715463
R1,4,9,0,29.00918125,19.651265625,2711.671875,2024-11-12_15-57-33.010184
R1,3,9,0,28.60913125,19.651265625,2711.671875,2024-11-12_15-57-34.301386
R1,2,9,0,28.20908125,19.651265625,2711.671875,2024-11-12_15-57-35.611334
R1,1,9,0,27.80903125,19.651265625,2711.671875,2024-11-12_15-57-36.908607
R1,0,9,0,27.40898125,19.651265625,2711.671875,2024-11-12_15-57-38.195711
R1,0,10,0,27.40898125,20.051315625,2711.671875,2024-11-12_15-57-39.677590
R1,1,10,0,27.80903125,20.051315625,2711.671875,2024-11-12_15-57-40.980114
R1,2,10,0,28.20908125,20.051315625,2711.671875,2024-11-12_15-57-42.312169
R1,3,10,0,28.60913125,20.051315625,2711.671875,2024-11-12_15-57-43.717132
R1,4,10,0,29.00918125,20.051315625,2711.671875,2024-11-12_15-57-45.104329
R1,5,10,0,29.40923125,20.051315625,2711.671875,2024-11-12_15-57-46.484315
R1,6,10,0,29.80928125,20.051315625,2711.671875,2024-11-12_15-57-47.847936
R1,7,10,0,30.20933125,20.051315625,2711.671875,2024-11-12_15-57-49.232700
R1,8,10,0,30.60938125,20.051315625,2711.671875,2024-11-12_15-57-50.616275
R1,9,10,0,31.00943125,20.051315625,2711.671875,2024-11-12_15-57-51.994958
R1,10,10,0,31.40948125,20.051315625,2711.671875,2024-11-12_15-57-53.404397
R1,11,10,0,31.80953125,20.051315625,2711.671875,2024-11-12_15-57-54.718923
R1,12,10,0,32.20958125,20.051315625,2711.671875,2024-11-12_15-57-55.970460
R1,13,10,0,32.60963125,20.051315625,2711.671875,2024-11-12_15-57-57.232548
R1,14,10,0,33.00968125,20.051315625,2711.671875,2024-11-12_15-57-58.609831
R1,14,11,0,33.00968125,20.451365625,2711.671875,2024-11-12_15-58-00.188768
R1,13,11,0,32.60963125,20.451365625,2711.671875,2024-11-12_15-58-01.574347
R1,12,11,0,32.20958125,20.451365625,2711.671875,2024-11-12_15-58-02.945375
R1,11,11,0,31.80953125,20.451365625,2711.671875,2024-11-12_15-58-04.325585
R1,10,11,0,31.40948125,20.451365625,2711.671875,2024-11-12_15-58-05.665204
R1,9,11,0,31.00943125,20.451365625,2711.671875,2024-11-12_15-58-06.916929
R1,8,11,0,30.60938125,20.451365625,2711.671875,2024-11-12_15-58-08.279397
R1,7,11,0,30.20933125,20.451365625,2711.671875,2024-11-12_15-58-09.662395
R1,6,11,0,29.80928125,20.451365625,2711.671875,2024-11-12_15-58-11.023322
R1,5,11,0,29.40923125,20.451365625,2711.671875,2024-11-12_15-58-12.403670
R1,4,11,0,29.00918125,20.451365625,2711.671875,2024-11-12_15-58-13.821411
R1,3,11,0,28.60913125,20.451365625,2711.671875,2024-11-12_15-58-15.262662
R1,2,11,0,28.20908125,20.451365625,2711.671875,2024-11-12_15-58-16.646221
R1,1,11,0,27.80903125,20.451365625,2711.671875,2024-11-12_15-58-17.969076
R1,0,11,0,27.40898125,20.451365625,2711.671875,2024-11-12_15-58-19.300346
R1,0,12,0,27.40898125,20.851415625,2711.671875,2024-11-12_15-58-20.869715
R1,1,12,0,27.80903125,20.851415625,2711.671875,2024-11-12_15-58-22.183121
R1,2,12,0,28.20908125,20.851415625,2711.671875,2024-11-12_15-58-23.473173
R1,3,12,0,28.60913125,20.851415625,2711.671875,2024-11-12_15-58-24.767792
R1,4,12,0,29.00918125,20.851415625,2711.671875,2024-11-12_15-58-26.105401
R1,5,12,0,29.40923125,20.851415625,2711.671875,2024-11-12_15-58-27.393096
R1,6,12,0,29.80928125,20.851415625,2711.671875,2024-11-12_15-58-28.697533
R1,7,12,0,30.20933125,20.851415625,2711.671875,2024-11-12_15-58-30.002532
R1,8,12,0,30.60938125,20.851415625,2711.671875,2024-11-12_15-58-31.289613
R1,9,12,0,31.00943125,20.851415625,2711.671875,2024-11-12_15-58-32.544730
R1,10,12,0,31.40948125,20.851415625,2711.671875,2024-11-12_15-58-33.795053
R1,11,12,0,31.80953125,20.851415625,2711.671875,2024-11-12_15-58-35.154584
R1,12,12,0,32.20958125,20.851415625,2711.671875,2024-11-12_15-58-36.520269
R1,13,12,0,32.60963125,20.851415625,2711.671875,2024-11-12_15-58-37.863131
R1,14,12,0,33.00968125,20.851415625,2711.671875,2024-11-12_15-58-39.233856
R1,14,13,0,33.00968125,21.251465625,2711.671875,2024-11-12_15-58-40.743411
R1,13,13,0,32.60963125,21.251465625,2711.671875,2024-11-12_15-58-42.063545
R1,12,13,0,32.20958125,21.251465625,2711.671875,2024-11-12_15-58-43.379100
R1,11,13,0,31.80953125,21.251465625,2711.671875,2024-11-12_15-58-44.699626
R1,10,13,0,31.40948125,21.251465625,2711.671875,2024-11-12_15-58-46.080078
R1,9,13,0,31.00943125,21.251465625,2711.671875,2024-11-12_15-58-47.339122
R1,8,13,0,30.60938125,21.251465625,2711.671875,2024-11-12_15-58-48.612760
R1,7,13,0,30.20933125,21.251465625,2711.671875,2024-11-12_15-58-49.886562
R1,6,13,0,29.80928125,21.251465625,2711.671875,2024-11-12_15-58-51.166830
R1,5,13,0,29.40923125,21.251465625,2711.671875,2024-11-12_15-58-52.455898
R1,4,13,0,29.00918125,21.251465625,2711.671875,2024-11-12_15-58-53.745976
R1,3,13,0,28.60913125,21.251465625,2711.671875,2024-11-12_15-58-54.983647
R1,2,13,0,28.20908125,21.251465625,2711.671875,2024-11-12_15-58-56.267543
R1,1,13,0,27.80903125,21.251465625,2711.671875,2024-11-12_15-58-57.559897
R1,0,13,0,27.40898125,21.251465625,2711.671875,2024-11-12_15-58-58.857459
R1,0,14,0,27.40898125,21.651515625,2711.671875,2024-11-12_15-59-00.314504
R1,1,14,0,27.80903125,21.651515625,2711.671875,2024-11-12_15-59-01.604207
R1,2,14,0,28.20908125,21.651515625,2711.671875,2024-11-12_15-59-02.904719
R1,3,14,0,28.60913125,21.651515625,2711.671875,2024-11-12_15-59-04.206052
R1,4,14,0,29.00918125,21.651515625,2711.671875,2024-11-12_15-59-05.500076
R1,5,14,0,29.40923125,21.651515625,2711.671875,2024-11-12_15-59-06.798291
R1,6,14,0,29.80928125,21.651515625,2711.671875,2024-11-12_15-59-08.086699
R1,7,14,0,30.20933125,21.651515625,2711.671875,2024-11-12_15-59-09.398673
R1,8,14,0,30.60938125,21.651515625,2711.671875,2024-11-12_15-59-10.696267
R1,9,14,0,31.00943125,21.651515625,2711.671875,2024-11-12_15-59-11.995470
R1,10,14,0,31.40948125,21.651515625,2711.671875,2024-11-12_15-59-13.283839
R1,11,14,0,31.80953125,21.651515625,2711.671875,2024-11-12_15-59-14.581012
R1,12,14,0,32.20958125,21.651515625,2711.671875,2024-11-12_15-59-15.882534
R1,13,14,0,32.60963125,21.651515625,2711.671875,2024-11-12_15-59-17.183973
R1,14,14,0,33.00968125,21.651515625,2711.671875,2024-11-12_15-59-18.474049
R2,0,0,0,27.40898125,25.05075,2709.375,2024-11-12_15-59-20.811566
R2,1,0,0,27.80903125,25.05075,2709.375,2024-11-12_15-59-22.130630
R2,2,0,0,28.20908125,25.05075,2709.375,2024-11-12_15-59-23.412518
R2,3,0,0,28.60913125,25.05075,2709.375,2024-11-12_15-59-24.731550
R2,4,0,0,29.00918125,25.05075,2709.375,2024-11-12_15-59-26.006375
R2,5,0,0,29.40923125,25.05075,2709.375,2024-11-12_15-59-27.339422
R2,6,0,0,29.80928125,25.05075,2709.375,2024-11-12_15-59-28.745646
R2,7,0,0,30.20933125,25.05075,2709.375,2024-11-12_15-59-30.156850
R2,8,0,0,30.60938125,25.05075,2709.375,2024-11-12_15-59-31.590998
R2,9,0,0,31.00943125,25.05075,2709.375,2024-11-12_15-59-32.882215
R2,10,0,0,31.40948125,25.05075,2709.375,2024-11-12_15-59-34.168105
R2,11,0,0,31.80953125,25.05075,2709.375,2024-11-12_15-59-35.457663
R2,12,0,0,32.20958125,25.05075,2709.375,2024-11-12_15-59-36.733556
R2,13,0,0,32.60963125,25.05075,2709.375,2024-11-12_15-59-38.011365
R2,14,0,0,33.00968125,25.05075,2709.375,2024-11-12_15-59-39.289025
R2,14,1,0,33.00968125,25.4508,2709.375,2024-11-12_15-59-40.786278
R2,13,1,0,32.60963125,25.4508,2709.375,2024-11-12_15-59-42.059162
R2,12,1,0,32.20958125,25.4508,2709.375,2024-11-12_15-59-43.348218
R2,11,1,0,31.80953125,25.4508,2709.375,2024-11-12_15-59-44.631459
R2,10,1,0,31.40948125,25.4508,2709.375,2024-11-12_15-59-45.917833
R2,9,1,0,31.00943125,25.4508,2709.375,2024-11-12_15-59-47.200005
R2,8,1,0,30.60938125,25.4508,2709.375,2024-11-12_15-59-48.474299
R2,7,1,0,30.20933125,25.4508,2709.375,2024-11-12_15-59-49.767017
R2,6,1,0,29.80928125,25.4508,2709.375,2024-11-12_15-59-51.078735
R2,5,1,0,29.40923125,25.4508,2709.375,2024-11-12_15-59-52.370353
R2,4,1,0,29.00918125,25.4508,2709.375,2024-11-12_15-59-53.646980
R2,3,1,0,28.60913125,25.4508,2709.375,2024-11-12_15-59-54.941074
R2,2,1,0,28.20908125,25.4508,2709.375,2024-11-12_15-59-56.249804
R2,1,1,0,27.80903125,25.4508,2709.375,2024-11-12_15-59-57.554623
R2,0,1,0,27.40898125,25.4508,2709.375,2024-11-12_15-59-58.856198
R2,0,2,0,27.40898125,25.85085,2709.375,2024-11-12_16-00-00.584095
R2,1,2,0,27.80903125,25.85085,2709.375,2024-11-12_16-00-01.890787
R2,2,2,0,28.20908125,25.85085,2709.375,2024-11-12_16-00-03.224999
R2,3,2,0,28.60913125,25.85085,2709.375,2024-11-12_16-00-04.514213
R2,4,2,0,29.00918125,25.85085,2709.375,2024-11-12_16-00-05.841604
R2,5,2,0,29.40923125,25.85085,2709.375,2024-11-12_16-00-07.164297
R2,6,2,0,29.80928125,25.85085,2709.375,2024-11-12_16-00-08.444802
R2,7,2,0,30.20933125,25.85085,2709.375,2024-11-12_16-00-09.850611
R2,8,2,0,30.60938125,25.85085,2709.375,2024-11-12_16-00-11.254620
R2,9,2,0,31.00943125,25.85085,2709.375,2024-11-12_16-00-12.624221
R2,10,2,0,31.40948125,25.85085,2709.375,2024-11-12_16-00-14.014546
R2,11,2,0,31.80953125,25.85085,2709.375,2024-11-12_16-00-15.444599
R2,12,2,0,32.20958125,25.85085,2709.375,2024-11-12_16-00-16.856531
R2,13,2,0,32.60963125,25.85085,2709.375,2024-11-12_16-00-18.168533
R2,14,2,0,33.00968125,25.85085,2709.375,2024-11-12_16-00-19.438314
R2,14,3,0,33.00968125,26.2509,2709.375,2024-11-12_16-00-21.069185
R2,13,3,0,32.60963125,26.2509,2709.375,2024-11-12_16-00-22.507887
R2,12,3,0,32.20958125,26.2509,2709.375,2024-11-12_16-00-24.024197
R2,11,3,0,31.80953125,26.2509,2709.375,2024-11-12_16-00-25.428320
R2,10,3,0,31.40948125,26.2509,2709.375,2024-11-12_16-00-26.812431
R2,9,3,0,31.00943125,26.2509,2709.375,2024-11-12_16-00-28.220812
R2,8,3,0,30.60938125,26.2509,2709.375,2024-11-12_16-00-29.678449
R2,7,3,0,30.20933125,26.2509,2709.375,2024-11-12_16-00-31.000355
R2,6,3,0,29.80928125,26.2509,2709.375,2024-11-12_16-00-32.327351
R2,5,3,0,29.40923125,26.2509,2709.375,2024-11-12_16-00-33.644258
R2,4,3,0,29.00918125,26.2509,2709.375,2024-11-12_16-00-34.942810
R2,3,3,0,28.60913125,26.2509,2709.375,2024-11-12_16-00-36.250896
R2,2,3,0,28.20908125,26.2509,2709.375,2024-11-12_16-00-37.549968
R2,1,3,0,27.80903125,26.2509,2709.375,2024-11-12_16-00-38.849648
R2,0,3,0,27.40898125,26.2509,2709.375,2024-11-12_16-00-40.120662
R2,0,4,0,27.40898125,26.65095,2709.375,2024-11-12_16-00-41.622864
R2,1,4,0,27.80903125,26.65095,2709.375,2024-11-12_16-00-42.899893
R2,2,4,0,28.20908125,26.65095,2709.375,2024-11-12_16-00-44.205318
R2,3,4,0,28.60913125,26.65095,2709.375,2024-11-12_16-00-45.493350
R2,4,4,0,29.00918125,26.65095,2709.375,2024-11-12_16-00-46.737787
R2,5,4,0,29.40923125,26.65095,2709.375,2024-11-12_16-00-47.977192
R2,6,4,0,29.80928125,26.65095,2709.375,2024-11-12_16-00-49.252311
R2,7,4,0,30.20933125,26.65095,2709.375,2024-11-12_16-00-50.508455
R2,8,4,0,30.60938125,26.65095,2709.375,2024-11-12_16-00-51.761689
R2,9,4,0,31.00943125,26.65095,2709.375,2024-11-12_16-00-53.000072
R2,10,4,0,31.40948125,26.65095,2709.375,2024-11-12_16-00-54.264138
R2,11,4,0,31.80953125,26.65095,2709.375,2024-11-12_16-00-55.520452
R2,12,4,0,32.20958125,26.65095,2709.375,2024-11-12_16-00-56.793406
R2,13,4,0,32.60963125,26.65095,2709.375,2024-11-12_16-00-58.161104
R2,14,4,0,33.00968125,26.65095,2709.375,2024-11-12_16-00-59.444726
R2,14,5,0,33.00968125,27.051,2709.375,2024-11-12_16-01-00.975380
R2,13,5,0,32.60963125,27.051,2709.375,2024-11-12_16-01-02.320828
R2,12,5,0,32.20958125,27.051,2709.375,2024-11-12_16-01-03.625348
R2,11,5,0,31.80953125,27.051,2709.375,2024-11-12_16-01-05.020956
R2,10,5,0,31.40948125,27.051,2709.375,2024-11-12_16-01-06.406081
R2,9,5,0,31.00943125,27.051,2709.375,2024-11-12_16-01-07.667950
R2,8,5,0,30.60938125,27.051,2709.375,2024-11-12_16-01-09.025658
R2,7,5,0,30.20933125,27.051,2709.375,2024-11-12_16-01-10.323175
R2,6,5,0,29.80928125,27.051,2709.375,2024-11-12_16-01-11.666906
R2,5,5,0,29.40923125,27.051,2709.375,2024-11-12_16-01-12.941537
R2,4,5,0,29.00918125,27.051,2709.375,2024-11-12_16-01-14.368801
R2,3,5,0,28.60913125,27.051,2709.375,2024-11-12_16-01-15.639730
R2,2,5,0,28.20908125,27.051,2709.375,2024-11-12_16-01-16.921685
R2,1,5,0,27.80903125,27.051,2709.375,2024-11-12_16-01-18.238669
R2,0,5,0,27.40898125,27.051,2709.375,2024-11-12_16-01-19.623662
R2,0,6,0,27.40898125,27.45105,2709.375,2024-11-12_16-01-21.217482
R2,1,6,0,27.80903125,27.45105,2709.375,2024-11-12_16-01-22.545026
R2,2,6,0,28.20908125,27.45105,2709.375,2024-11-12_16-01-23.842497
R2,3,6,0,28.60913125,27.45105,2709.375,2024-11-12_16-01-25.175037
R2,4,6,0,29.00918125,27.45105,2709.375,2024-11-12_16-01-26.473476
R2,5,6,0,29.40923125,27.45105,2709.375,2024-11-12_16-01-27.748037
R2,6,6,0,29.80928125,27.45105,2709.375,2024-11-12_16-01-29.005106
R2,7,6,0,30.20933125,27.45105,2709.375,2024-11-12_16-01-30.291168
R2,8,6,0,30.60938125,27.45105,2709.375,2024-11-12_16-01-31.598843
R2,9,6,0,31.00943125,27.45105,2709.375,2024-11-12_16-01-32.905286
R2,10,6,0,31.40948125,27.45105,2709.375,2024-11-12_16-01-34.215763
R2,11,6,0,31.80953125,27.45105,2709.375,2024-11-12_16-01-35.494008
R2,12,6,0,32.20958125,27.45105,2709.375,2024-11-12_16-01-36.772551
R2,13,6,0,32.60963125,27.45105,2709.375,2024-11-12_16-01-38.031708
R2,14,6,0,33.00968125,27.45105,2709.375,2024-11-12_16-01-39.322707
R2,14,7,0,33.00968125,27.8511,2709.375,2024-11-12_16-01-40.851848
R2,13,7,0,32.60963125,27.8511,2709.375,2024-11-12_16-01-42.135967
R2,12,7,0,32.20958125,27.8511,2709.375,2024-11-12_16-01-43.368482
R2,11,7,0,31.80953125,27.8511,2709.375,2024-11-12_16-01-44.690087
R2,10,7,0,31.40948125,27.8511,2709.375,2024-11-12_16-01-45.993820
R2,9,7,0,31.00943125,27.8511,2709.375,2024-11-12_16-01-47.294018
R2,8,7,0,30.60938125,27.8511,2709.375,2024-11-12_16-01-48.622195
R2,7,7,0,30.20933125,27.8511,2709.375,2024-11-12_16-01-49.933587
R2,6,7,0,29.80928125,27.8511,2709.375,2024-11-12_16-01-51.317424
R2,5,7,0,29.40923125,27.8511,2709.375,2024-11-12_16-01-52.700583
R2,4,7,0,29.00918125,27.8511,2709.375,2024-11-12_16-01-54.085794
R2,3,7,0,28.60913125,27.8511,2709.375,2024-11-12_16-01-55.476910
R2,2,7,0,28.20908125,27.8511,2709.375,2024-11-12_16-01-56.871379
R2,1,7,0,27.80903125,27.8511,2709.375,2024-11-12_16-01-58.282067
R2,0,7,0,27.40898125,27.8511,2709.375,2024-11-12_16-01-59.660657
R2,0,8,0,27.40898125,28.25115,2709.375,2024-11-12_16-02-01.296979
R2,1,8,0,27.80903125,28.25115,2709.375,2024-11-12_16-02-02.611462
R2,2,8,0,28.20908125,28.25115,2709.375,2024-11-12_16-02-03.830226
R2,3,8,0,28.60913125,28.25115,2709.375,2024-11-12_16-02-05.053883
R2,4,8,0,29.00918125,28.25115,2709.375,2024-11-12_16-02-06.282163
R2,5,8,0,29.40923125,28.25115,2709.375,2024-11-12_16-02-07.489779
R2,6,8,0,29.80928125,28.25115,2709.375,2024-11-12_16-02-08.745424
R2,7,8,0,30.20933125,28.25115,2709.375,2024-11-12_16-02-10.041716
R2,8,8,0,30.60938125,28.25115,2709.375,2024-11-12_16-02-11.325581
R2,9,8,0,31.00943125,28.25115,2709.375,2024-11-12_16-02-12.612931
R2,10,8,0,31.40948125,28.25115,2709.375,2024-11-12_16-02-13.903524
R2,11,8,0,31.80953125,28.25115,2709.375,2024-11-12_16-02-15.193183
R2,12,8,0,32.20958125,28.25115,2709.375,2024-11-12_16-02-16.472213
R2,13,8,0,32.60963125,28.25115,2709.375,2024-11-12_16-02-17.760218
R2,14,8,0,33.00968125,28.25115,2709.375,2024-11-12_16-02-19.034150
R2,14,9,0,33.00968125,28.6512,2709.375,2024-11-12_16-02-20.554719
R2,13,9,0,32.60963125,28.6512,2709.375,2024-11-12_16-02-21.816289
R2,12,9,0,32.20958125,28.6512,2709.375,2024-11-12_16-02-23.096866
R2,11,9,0,31.80953125,28.6512,2709.375,2024-11-12_16-02-24.359002
R2,10,9,0,31.40948125,28.6512,2709.375,2024-11-12_16-02-25.630490
R2,9,9,0,31.00943125,28.6512,2709.375,2024-11-12_16-02-26.976939
R2,8,9,0,30.60938125,28.6512,2709.375,2024-11-12_16-02-28.304710
R2,7,9,0,30.20933125,28.6512,2709.375,2024-11-12_16-02-29.638168
R2,6,9,0,29.80928125,28.6512,2709.375,2024-11-12_16-02-30.959117
R2,5,9,0,29.40923125,28.6512,2709.375,2024-11-12_16-02-32.289650
R2,4,9,0,29.00918125,28.6512,2709.375,2024-11-12_16-02-33.602638
R2,3,9,0,28.60913125,28.6512,2709.375,2024-11-12_16-02-34.910580
R2,2,9,0,28.20908125,28.6512,2709.375,2024-11-12_16-02-36.230239
R2,1,9,0,27.80903125,28.6512,2709.375,2024-11-12_16-02-37.559360
R2,0,9,0,27.40898125,28.6512,2709.375,2024-11-12_16-02-38.888679
R2,0,10,0,27.40898125,29.05125,2709.375,2024-11-12_16-02-40.484388
R2,1,10,0,27.80903125,29.05125,2709.375,2024-11-12_16-02-41.842191
R2,2,10,0,28.20908125,29.05125,2709.375,2024-11-12_16-02-43.302696
R2,3,10,0,28.60913125,29.05125,2709.375,2024-11-12_16-02-44.792245
R2,4,10,0,29.00918125,29.05125,2709.375,2024-11-12_16-02-46.264863
R2,5,10,0,29.40923125,29.05125,2709.375,2024-11-12_16-02-47.643439
R2,6,10,0,29.80928125,29.05125,2709.375,2024-11-12_16-02-49.143131
R2,7,10,0,30.20933125,29.05125,2709.375,2024-11-12_16-02-50.584413
R2,8,10,0,30.60938125,29.05125,2709.375,2024-11-12_16-02-51.988960
R2,9,10,0,31.00943125,29.05125,2709.375,2024-11-12_16-02-53.416882
R2,10,10,0,31.40948125,29.05125,2709.375,2024-11-12_16-02-54.672764
R2,11,10,0,31.80953125,29.05125,2709.375,2024-11-12_16-02-55.936095
R2,12,10,0,32.20958125,29.05125,2709.375,2024-11-12_16-02-57.196506
R2,13,10,0,32.60963125,29.05125,2709.375,2024-11-12_16-02-58.471740
R2,14,10,0,33.00968125,29.05125,2709.375,2024-11-12_16-02-59.715290
R2,14,11,0,33.00968125,29.4513,2709.375,2024-11-12_16-03-01.214892
R2,13,11,0,32.60963125,29.4513,2709.375,2024-11-12_16-03-02.507910
R2,12,11,0,32.20958125,29.4513,2709.375,2024-11-12_16-03-04.015624
R2,11,11,0,31.80953125,29.4513,2709.375,2024-11-12_16-03-05.305260
R2,10,11,0,31.40948125,29.4513,2709.375,2024-11-12_16-03-06.805257
R2,9,11,0,31.00943125,29.4513,2709.375,2024-11-12_16-03-08.084677
R2,8,11,0,30.60938125,29.4513,2709.375,2024-11-12_16-03-09.367697
R2,7,11,0,30.20933125,29.4513,2709.375,2024-11-12_16-03-10.858374
R2,6,11,0,29.80928125,29.4513,2709.375,2024-11-12_16-03-12.330085
R2,5,11,0,29.40923125,29.4513,2709.375,2024-11-12_16-03-13.604478
R2,4,11,0,29.00918125,29.4513,2709.375,2024-11-12_16-03-14.968707
R2,3,11,0,28.60913125,29.4513,2709.375,2024-11-12_16-03-16.346524
R2,2,11,0,28.20908125,29.4513,2709.375,2024-11-12_16-03-17.752599
R2,1,11,0,27.80903125,29.4513,2709.375,2024-11-12_16-03-19.068005
R2,0,11,0,27.40898125,29.4513,2709.375,2024-11-12_16-03-20.320363
R2,0,12,0,27.40898125,29.85135,2709.375,2024-11-12_16-03-21.828877
R2,1,12,0,27.80903125,29.85135,2709.375,2024-11-12_16-03-23.078536
R2,2,12,0,28.20908125,29.85135,2709.375,2024-11-12_16-03-24.515382
R2,3,12,0,28.60913125,29.85135,2709.375,2024-11-12_16-03-25.954874
R2,4,12,0,29.00918125,29.85135,2709.375,2024-11-12_16-03-27.368778
R2,5,12,0,29.40923125,29.85135,2709.375,2024-11-12_16-03-28.809102
R2,6,12,0,29.80928125,29.85135,2709.375,2024-11-12_16-03-30.172172
R2,7,12,0,30.20933125,29.85135,2709.375,2024-11-12_16-03-31.456103
R2,8,12,0,30.60938125,29.85135,2709.375,2024-11-12_16-03-32.740931
R2,9,12,0,31.00943125,29.85135,2709.375,2024-11-12_16-03-34.008631
